기준연월,성별,연령별,목적별,교통수단별,인원수
2023-10-31,여성,31~40세,유학연수,부산,1
2023-10-31,여성,31~40세,유학연수,인천공항,1137
2023-10-31,여성,31~40세,유학연수,제주공항,10
2023-10-31,여성,41~50세,공용,기타공항,12
2023-10-31,여성,41~50세,공용,김포,22
2023-10-31,여성,41~50세,공용,김해,55
2023-10-31,여성,41~50세,공용,부산,1
2023-10-31,여성,41~50세,공용,인천공항,641
2023-10-31,여성,41~50세,공용,제주공항,5
2023-10-31,여성,41~50세,관광,기타공항,1262
2023-10-31,여성,41~50세,관광,기타항구,916
2023-10-31,여성,41~50세,관광,김포,7269
2023-10-31,여성,41~50세,관광,김해,8493
2023-10-31,여성,41~50세,관광,부산,1254
2023-10-31,여성,41~50세,관광,인천,501
2023-10-31,여성,41~50세,관광,인천공항,65322
2023-10-31,여성,41~50세,관광,제주공항,3695
2023-10-31,여성,41~50세,관광,제주항,873
2023-10-31,여성,41~50세,기타,기타공항,48
2023-10-31,여성,41~50세,기타,기타항구,32
2023-10-31,여성,41~50세,기타,김포,289
2023-10-31,여성,41~50세,기타,김해,276
2023-10-31,여성,41~50세,기타,부산,6
2023-10-31,여성,41~50세,기타,인천,7
2023-10-31,여성,41~50세,기타,인천공항,4436
2023-10-31,여성,41~50세,기타,제주공항,76
2023-10-31,여성,41~50세,상용,기타공항,6
2023-10-31,여성,41~50세,상용,김포,57
2023-10-31,여성,41~50세,상용,김해,43
2023-10-31,여성,41~50세,상용,인천,1
2023-10-31,여성,41~50세,상용,인천공항,469
2023-10-31,여성,41~50세,상용,제주공항,4
2023-10-31,여성,41~50세,유학연수,기타공항,1
2023-10-31,여성,41~50세,유학연수,김포,26
2023-10-31,여성,41~50세,유학연수,김해,17
2023-10-31,여성,41~50세,유학연수,인천공항,161
2023-10-31,여성,41~50세,유학연수,제주공항,1
2023-10-31,여성,51~60세,공용,기타공항,7
2023-10-31,여성,51~60세,공용,김포,26
2023-10-31,여성,51~60세,공용,김해,22
2023-10-31,여성,51~60세,공용,부산,1
2023-10-31,여성,51~60세,공용,인천공항,382
2023-10-31,여성,51~60세,관광,기타공항,1058
2023-10-31,여성,51~60세,관광,기타항구,2005
2023-10-31,여성,51~60세,관광,김포,7815
2023-10-31,여성,51~60세,관광,김해,8499
2023-10-31,여성,51~60세,관광,부산,2728
2023-10-31,여성,51~60세,관광,인천,1096
2023-10-31,여성,51~60세,관광,인천공항,60530
2023-10-31,여성,51~60세,관광,제주공항,3571
2023-10-31,여성,51~60세,관광,제주항,1066
2023-10-31,여성,51~60세,기타,기타공항,106
2023-10-31,여성,51~60세,기타,기타항구,35
2023-10-31,여성,51~60세,기타,김포,301
2023-10-31,여성,51~60세,기타,김해,337
2023-10-31,여성,51~60세,기타,부산,16
2023-10-31,여성,51~60세,기타,인천,33
2023-10-31,여성,51~60세,기타,인천공항,7108
2023-10-31,여성,51~60세,기타,제주공항,32
2023-10-31,여성,51~60세,상용,기타공항,3
2023-10-31,여성,51~60세,상용,기타항구,0
2023-10-31,여성,51~60세,상용,김포,18
2023-10-31,여성,51~60세,상용,김해,21
2023-10-31,여성,51~60세,상용,인천공항,208
2023-10-31,여성,51~60세,상용,제주공항,5
2023-10-31,여성,51~60세,유학연수,김포,2
2023-10-31,여성,51~60세,유학연수,김해,3
2023-10-31,여성,51~60세,유학연수,인천공항,7
2023-10-31,여성,61세이상,공용,기타공항,6
2023-10-31,여성,61세이상,공용,김해,4
2023-10-31,여성,61세이상,공용,인천공항,90
2023-10-31,여성,61세이상,관광,기타공항,1003
2023-10-31,여성,61세이상,관광,기타항구,3664
2023-10-31,여성,61세이상,관광,김포,5713
2023-10-31,여성,61세이상,관광,김해,7390
2023-10-31,여성,61세이상,관광,부산,12452
2023-10-31,여성,61세이상,관광,인천,1210
2023-10-31,여성,61세이상,관광,인천공항,48902
2023-10-31,여성,61세이상,관광,제주공항,2620
2023-10-31,여성,61세이상,관광,제주항,1938
2023-10-31,여성,61세이상,기타,기타공항,124
2023-10-31,여성,61세이상,기타,기타항구,61
2023-10-31,여성,61세이상,기타,김포,434
2023-10-31,여성,61세이상,기타,김해,383
2023-10-31,여성,61세이상,기타,부산,42
2023-10-31,여성,61세이상,기타,인천,19
2023-10-31,여성,61세이상,기타,인천공항,8298
2023-10-31,여성,61세이상,기타,제주공항,56
2023-10-31,여성,61세이상,상용,김포,1
2023-10-31,여성,61세이상,상용,김해,2
2023-10-31,여성,61세이상,상용,인천공항,53
2023-10-31,여성,61세이상,상용,제주공항,0
2023-10-31,여성,61세이상,유학연수,인천공항,1
2023-11-30,남성,20세 이하,공용,기타공항,29
2023-11-30,남성,20세 이하,공용,김포,11
2023-11-30,남성,20세 이하,공용,김해,23
2023-11-30,남성,20세 이하,공용,부산,2
2023-11-30,남성,20세 이하,공용,인천공항,288
2023-11-30,남성,20세 이하,관광,기타공항,309
2023-11-30,남성,20세 이하,관광,기타항구,143
2023-11-30,남성,20세 이하,관광,김포,1335
2023-11-30,남성,20세 이하,관광,김해,2139
2023-11-30,남성,20세 이하,관광,부산,367
2023-11-30,남성,20세 이하,관광,인천,39
2023-11-30,남성,20세 이하,관광,인천공항,20290
2023-11-30,남성,20세 이하,관광,제주공항,1317
2023-11-30,남성,20세 이하,관광,제주항,45
2023-11-30,남성,20세 이하,기타,기타공항,8
2023-11-30,남성,20세 이하,기타,기타항구,9
2023-11-30,남성,20세 이하,기타,김포,63
2023-11-30,남성,20세 이하,기타,김해,111
2023-11-30,남성,20세 이하,기타,부산,3
2023-11-30,남성,20세 이하,기타,인천,1
2023-11-30,남성,20세 이하,기타,인천공항,1077
2023-11-30,남성,20세 이하,기타,제주공항,14
2023-11-30,남성,20세 이하,상용,김해,1
2023-11-30,남성,20세 이하,상용,인천공항,27
2023-11-30,남성,20세 이하,유학연수,기타공항,35
2023-11-30,남성,20세 이하,유학연수,김포,37
2023-11-30,남성,20세 이하,유학연수,김해,166
2023-11-30,남성,20세 이하,유학연수,부산,1
2023-11-30,남성,20세 이하,유학연수,인천공항,790
2023-11-30,남성,20세 이하,유학연수,제주공항,3
2023-11-30,남성,20세 이하,유학연수,제주항,1
2023-11-30,남성,21~30세,공용,기타공항,7
2023-11-30,남성,21~30세,공용,기타항구,3
2023-11-30,남성,21~30세,공용,김포,6
2023-11-30,남성,21~30세,공용,김해,14
2023-11-30,남성,21~30세,공용,부산,321
2023-11-30,남성,21~30세,공용,인천공항,192
2023-11-30,남성,21~30세,공용,제주항,1
2023-11-30,남성,21~30세,관광,기타공항,583
2023-11-30,남성,21~30세,관광,기타항구,260
2023-11-30,남성,21~30세,관광,김포,4642
2023-11-30,남성,21~30세,관광,김해,5442
2023-11-30,남성,21~30세,관광,부산,686
2023-11-30,남성,21~30세,관광,인천,166
2023-11-30,남성,21~30세,관광,인천공항,52783
2023-11-30,남성,21~30세,관광,제주공항,4582
2023-11-30,남성,21~30세,관광,제주항,125
2023-11-30,남성,21~30세,기타,기타공항,27
2023-11-30,남성,21~30세,기타,기타항구,18
2023-11-30,남성,21~30세,기타,김포,216
2023-11-30,남성,21~30세,기타,김해,465
2023-11-30,남성,21~30세,기타,부산,4
2023-11-30,남성,21~30세,기타,인천,4
2023-11-30,남성,21~30세,기타,인천공항,7402
2023-11-30,남성,21~30세,기타,제주공항,30
2023-11-30,남성,21~30세,상용,기타공항,9
2023-11-30,남성,21~30세,상용,기타항구,1
2023-11-30,남성,21~30세,상용,김포,42
2023-11-30,남성,21~30세,상용,김해,63
2023-11-30,남성,21~30세,상용,인천공항,1081
2023-11-30,남성,21~30세,상용,제주공항,4
2023-11-30,남성,21~30세,유학연수,기타공항,49
2023-11-30,남성,21~30세,유학연수,기타항구,1
2023-11-30,남성,21~30세,유학연수,김포,211
2023-11-30,남성,21~30세,유학연수,김해,241
2023-11-30,남성,21~30세,유학연수,부산,11
2023-11-30,남성,21~30세,유학연수,인천공항,3569
2023-11-30,남성,21~30세,유학연수,제주공항,28
2023-11-30,남성,21~30세,유학연수,제주항,11
2023-11-30,남성,31~40세,공용,기타공항,27
2023-11-30,남성,31~40세,공용,기타항구,2
2023-11-30,남성,31~40세,공용,김포,32
2023-11-30,남성,31~40세,공용,김해,49
2023-11-30,남성,31~40세,공용,부산,18
2023-11-30,남성,31~40세,공용,인천공항,756
2023-11-30,남성,31~40세,공용,제주공항,3
2023-11-30,남성,31~40세,관광,기타공항,703
2023-11-30,남성,31~40세,관광,기타항구,593
2023-11-30,남성,31~40세,관광,김포,6859
2023-11-30,남성,31~40세,관광,김해,6950
2023-11-30,남성,31~40세,관광,부산,729
2023-11-30,남성,31~40세,관광,인천,490
2023-11-30,남성,31~40세,관광,인천공항,62686
2023-11-30,남성,31~40세,관광,제주공항,4591
2023-11-30,남성,31~40세,관광,제주항,204
2023-11-30,남성,31~40세,기타,기타공항,69
2023-11-30,남성,31~40세,기타,기타항구,60
2023-11-30,남성,31~40세,기타,김포,419
2023-11-30,남성,31~40세,기타,김해,937
2023-11-30,남성,31~40세,기타,부산,9
2023-11-30,남성,31~40세,기타,인천,5
2023-11-30,남성,31~40세,기타,인천공항,10343
2023-11-30,남성,31~40세,기타,제주공항,95
2023-11-30,남성,31~40세,상용,기타공항,26
2023-11-30,남성,31~40세,상용,기타항구,3
2023-11-30,남성,31~40세,상용,김포,226
2023-11-30,남성,31~40세,상용,김해,240
2023-11-30,남성,31~40세,상용,부산,3
2023-11-30,남성,31~40세,상용,인천,2
2023-11-30,남성,31~40세,상용,인천공항,2632
2023-11-30,남성,31~40세,상용,제주공항,17
2023-11-30,남성,31~40세,유학연수,기타공항,5
2023-11-30,남성,31~40세,유학연수,김포,34
2023-11-30,남성,31~40세,유학연수,김해,64
2023-11-30,남성,31~40세,유학연수,부산,1
2023-11-30,남성,31~40세,유학연수,인천,2
2023-11-30,남성,31~40세,유학연수,인천공항,634
2023-11-30,남성,31~40세,유학연수,제주공항,4
2023-11-30,남성,41~50세,공용,기타공항,45
2023-11-30,남성,41~50세,공용,기타항구,2
2023-11-30,남성,41~50세,공용,김포,55
2023-11-30,남성,41~50세,공용,김해,80
2023-11-30,남성,41~50세,공용,부산,14
2023-11-30,남성,41~50세,공용,인천공항,993
2023-11-30,남성,41~50세,관광,기타공항,615
2023-11-30,남성,41~50세,관광,기타항구,809
2023-11-30,남성,41~50세,관광,김포,7258
2023-11-30,남성,41~50세,관광,김해,6228
2023-11-30,남성,41~50세,관광,부산,777
2023-11-30,남성,41~50세,관광,인천,797
2023-11-30,남성,41~50세,관광,인천공항,46319
2023-11-30,남성,41~50세,관광,제주공항,2471
2023-11-30,남성,41~50세,관광,제주항,180
2023-11-30,남성,41~50세,기타,기타공항,41
2023-11-30,남성,41~50세,기타,기타항구,41
2023-11-30,남성,41~50세,기타,김포,366
2023-11-30,남성,41~50세,기타,김해,406
2023-11-30,남성,41~50세,기타,부산,7
2023-11-30,남성,41~50세,기타,인천,6
2023-11-30,남성,41~50세,기타,인천공항,5333
2023-11-30,남성,41~50세,기타,제주공항,72
2023-11-30,남성,41~50세,상용,기타공항,22
2023-11-30,남성,41~50세,상용,기타항구,5
2023-11-30,남성,41~50세,상용,김포,268
2023-11-30,남성,41~50세,상용,김해,237
2023-11-30,남성,41~50세,상용,부산,3
2023-11-30,남성,41~50세,상용,인천,1
2023-11-30,남성,41~50세,상용,인천공항,2320
2023-11-30,남성,41~50세,상용,제주공항,19
2023-11-30,남성,41~50세,유학연수,기타공항,1
2023-11-30,남성,41~50세,유학연수,김포,19
2023-11-30,남성,41~50세,유학연수,김해,17
2023-11-30,남성,41~50세,유학연수,인천공항,153
2023-11-30,남성,41~50세,유학연수,제주공항,1
2023-11-30,남성,51~60세,공용,기타공항,29
2023-11-30,남성,51~60세,공용,기타항구,5
2023-11-30,남성,51~60세,공용,김포,52
2023-11-30,남성,51~60세,공용,김해,60
2023-11-30,남성,51~60세,공용,부산,8
2023-11-30,남성,51~60세,공용,인천공항,777
2023-11-30,남성,51~60세,공용,제주공항,2
2023-11-30,남성,51~60세,관광,기타공항,581
2023-11-30,남성,51~60세,관광,기타항구,1402
2023-11-30,남성,51~60세,관광,김포,6344
2023-11-30,남성,51~60세,관광,김해,5498
2023-11-30,남성,51~60세,관광,부산,1270
2023-11-30,남성,51~60세,관광,인천,1017
2023-11-30,남성,51~60세,관광,인천공항,35748
2023-11-30,남성,51~60세,관광,제주공항,1900
2023-11-30,남성,51~60세,관광,제주항,422
2023-11-30,남성,51~60세,기타,기타공항,73
2023-11-30,남성,51~60세,기타,기타항구,29
2023-11-30,남성,51~60세,기타,김포,332
2023-11-30,남성,51~60세,기타,김해,268
2023-11-30,남성,51~60세,기타,부산,13
2023-11-30,남성,51~60세,기타,인천,13
2023-11-30,남성,51~60세,기타,인천공항,5144
2023-11-30,남성,51~60세,기타,제주공항,43
2023-11-30,남성,51~60세,상용,기타공항,16
2023-11-30,남성,51~60세,상용,기타항구,4
2023-11-30,남성,51~60세,상용,김포,232
2023-11-30,남성,51~60세,상용,김해,130
2023-11-30,남성,51~60세,상용,부산,5
2023-11-30,남성,51~60세,상용,인천,2
2023-11-30,남성,51~60세,상용,인천공항,1121
2023-11-30,남성,51~60세,상용,제주공항,16
2023-11-30,남성,51~60세,유학연수,김포,1
2023-11-30,남성,51~60세,유학연수,김해,6
2023-11-30,남성,51~60세,유학연수,인천공항,5
2023-11-30,남성,61세이상,공용,기타공항,17
2023-11-30,남성,61세이상,공용,기타항구,3
2023-11-30,남성,61세이상,공용,김포,10
2023-11-30,남성,61세이상,공용,김해,9
2023-11-30,남성,61세이상,공용,인천공항,203
2023-11-30,남성,61세이상,관광,기타공항,725
2023-11-30,남성,61세이상,관광,기타항구,4561
2023-11-30,남성,61세이상,관광,김포,4054
2023-11-30,남성,61세이상,관광,김해,5490
2023-11-30,남성,61세이상,관광,부산,6120
2023-11-30,남성,61세이상,관광,인천,1411
2023-11-30,남성,61세이상,관광,인천공항,26952
2023-11-30,남성,61세이상,관광,제주공항,1935
2023-11-30,남성,61세이상,관광,제주항,1865
2023-11-30,남성,61세이상,기타,기타공항,67
2023-11-30,남성,61세이상,기타,기타항구,89
2023-11-30,남성,61세이상,기타,김포,232
2023-11-30,남성,61세이상,기타,김해,257
2023-11-30,남성,61세이상,기타,부산,17
2023-11-30,남성,61세이상,기타,인천,14
2023-11-30,남성,61세이상,기타,인천공항,5024
2023-11-30,남성,61세이상,기타,제주공항,37
2023-11-30,남성,61세이상,상용,기타공항,6
2023-11-30,남성,61세이상,상용,기타항구,2
2023-11-30,남성,61세이상,상용,김포,56
2023-11-30,남성,61세이상,상용,김해,43
2023-11-30,남성,61세이상,상용,부산,1
2023-11-30,남성,61세이상,상용,인천공항,274
2023-11-30,남성,61세이상,상용,제주공항,9
2023-11-30,남성,61세이상,유학연수,김포,3
2023-11-30,남성,61세이상,유학연수,인천공항,0
2023-11-30,승무원,승무원,기타,기타공항,338
2023-11-30,승무원,승무원,기타,기타항구,22253
2023-11-30,승무원,승무원,기타,김포,820
2023-11-30,승무원,승무원,기타,김해,2391
2023-11-30,승무원,승무원,기타,부산,16755
2023-11-30,승무원,승무원,기타,인천,1832
2023-11-30,승무원,승무원,기타,인천공항,27997
2023-11-30,승무원,승무원,기타,제주공항,610
2023-11-30,승무원,승무원,기타,제주항,5957
2023-11-30,여성,20세 이하,공용,기타공항,26
2023-11-30,여성,20세 이하,공용,김포,7
2023-11-30,여성,20세 이하,공용,김해,17
2023-11-30,여성,20세 이하,공용,부산,1
2023-11-30,여성,20세 이하,공용,인천공항,267
2023-11-30,여성,20세 이하,관광,기타공항,416
2023-11-30,여성,20세 이하,관광,기타항구,116
2023-11-30,여성,20세 이하,관광,김포,2714
2023-11-30,여성,20세 이하,관광,김해,2602
2023-11-30,여성,20세 이하,관광,부산,501
2023-11-30,여성,20세 이하,관광,인천,60
2023-11-30,여성,20세 이하,관광,인천공항,32982
2023-11-30,여성,20세 이하,관광,제주공항,1736
2023-11-30,여성,20세 이하,관광,제주항,53
2023-11-30,여성,20세 이하,기타,기타공항,4
2023-11-30,여성,20세 이하,기타,기타항구,9
2023-11-30,여성,20세 이하,기타,김포,57
2023-11-30,여성,20세 이하,기타,김해,81
2023-11-30,여성,20세 이하,기타,부산,2
2023-11-30,여성,20세 이하,기타,인천공항,895
2023-11-30,여성,20세 이하,기타,제주공항,19
2023-11-30,여성,20세 이하,상용,인천공항,5
2023-11-30,여성,20세 이하,유학연수,기타공항,37
2023-11-30,여성,20세 이하,유학연수,기타항구,3
2023-11-30,여성,20세 이하,유학연수,김포,103
2023-11-30,여성,20세 이하,유학연수,김해,236
2023-11-30,여성,20세 이하,유학연수,부산,5
2023-11-30,여성,20세 이하,유학연수,인천공항,1565
2023-11-30,여성,20세 이하,유학연수,제주공항,8
2023-11-30,여성,21~30세,공용,기타공항,12
2023-11-30,여성,21~30세,공용,기타항구,1
2023-11-30,여성,21~30세,공용,김포,11
2023-11-30,여성,21~30세,공용,김해,11
2023-11-30,여성,21~30세,공용,부산,48
2023-11-30,여성,21~30세,공용,인천공항,272
2023-11-30,여성,21~30세,관광,기타공항,1189
2023-11-30,여성,21~30세,관광,기타항구,179
2023-11-30,여성,21~30세,관광,김포,13439
2023-11-30,여성,21~30세,관광,김해,9050
2023-11-30,여성,21~30세,관광,부산,957
2023-11-30,여성,21~30세,관광,인천,329
2023-11-30,여성,21~30세,관광,인천공항,137892
2023-11-30,여성,21~30세,관광,제주공항,12743
2023-11-30,여성,21~30세,관광,제주항,181
2023-11-30,여성,21~30세,기타,기타공항,29
2023-11-30,여성,21~30세,기타,기타항구,19
2023-11-30,여성,21~30세,기타,김포,323
2023-11-30,여성,21~30세,기타,김해,274
2023-11-30,여성,21~30세,기타,부산,6
2023-11-30,여성,21~30세,기타,인천,2
2023-11-30,여성,21~30세,기타,인천공항,4303
2023-11-30,여성,21~30세,기타,제주공항,55
2023-11-30,여성,21~30세,상용,기타공항,4
2023-11-30,여성,21~30세,상용,기타항구,0
2023-11-30,여성,21~30세,상용,김포,30
2023-11-30,여성,21~30세,상용,김해,21
2023-11-30,여성,21~30세,상용,인천공항,336
2023-11-30,여성,21~30세,상용,제주공항,5
2023-11-30,여성,21~30세,유학연수,기타공항,87
2023-11-30,여성,21~30세,유학연수,기타항구,1
2023-11-30,여성,21~30세,유학연수,김포,604
2023-11-30,여성,21~30세,유학연수,김해,343
2023-11-30,여성,21~30세,유학연수,부산,12
2023-11-30,여성,21~30세,유학연수,인천,1
2023-11-30,여성,21~30세,유학연수,인천공항,6331
2023-11-30,여성,21~30세,유학연수,제주공항,27
2023-11-30,여성,21~30세,유학연수,제주항,1
2023-11-30,여성,31~40세,공용,기타공항,21
2023-11-30,여성,31~40세,공용,기타항구,0
2023-11-30,여성,31~40세,공용,김포,26
2023-11-30,여성,31~40세,공용,김해,43
2023-11-30,여성,31~40세,공용,부산,6
2023-11-30,여성,31~40세,공용,인천공항,677
2023-11-30,여성,31~40세,공용,제주공항,2
2023-11-30,여성,31~40세,관광,기타공항,1204
2023-11-30,여성,31~40세,관광,기타항구,429
2023-11-30,여성,31~40세,관광,김포,11095
2023-11-30,여성,31~40세,관광,김해,8543
2023-11-30,여성,31~40세,관광,부산,860
2023-11-30,여성,31~40세,관광,인천,556
2023-11-30,여성,31~40세,관광,인천공항,98178
2023-11-30,여성,31~40세,관광,제주공항,8973
2023-11-30,여성,31~40세,관광,제주항,233
2023-11-30,여성,31~40세,기타,기타공항,40
2023-11-30,여성,31~40세,기타,기타항구,9
2023-11-30,여성,31~40세,기타,김포,363
2023-11-30,여성,31~40세,기타,김해,373
2023-11-30,여성,31~40세,기타,부산,3
2023-11-30,여성,31~40세,기타,인천공항,4997
2023-11-30,여성,31~40세,기타,제주공항,116
2023-11-30,여성,31~40세,상용,기타공항,2
2023-11-30,여성,31~40세,상용,기타항구,0
2023-11-30,여성,31~40세,상용,김포,72
2023-11-30,여성,31~40세,상용,김해,48
2023-11-30,여성,31~40세,상용,인천공항,622
2023-11-30,여성,31~40세,상용,제주공항,7
2023-11-30,여성,31~40세,유학연수,기타공항,16
2023-11-30,여성,31~40세,유학연수,김포,82
2023-11-30,여성,31~40세,유학연수,김해,74
2023-11-30,여성,31~40세,유학연수,부산,3
2023-11-30,여성,31~40세,유학연수,인천공항,909
2023-11-30,여성,31~40세,유학연수,제주공항,12
2023-11-30,여성,41~50세,공용,기타공항,26
2023-11-30,여성,41~50세,공용,김포,23
2023-11-30,여성,41~50세,공용,김해,48
2023-11-30,여성,41~50세,공용,부산,1
2023-11-30,여성,41~50세,공용,인천공항,624
2023-11-30,여성,41~50세,공용,제주공항,1
2023-11-30,여성,41~50세,관광,기타공항,1253
2023-11-30,여성,41~50세,관광,기타항구,689
2023-11-30,여성,41~50세,관광,김포,7963
2023-11-30,여성,41~50세,관광,김해,7728
2023-11-30,여성,41~50세,관광,부산,1116
2023-11-30,여성,41~50세,관광,인천,673
2023-11-30,여성,41~50세,관광,인천공항,62794
2023-11-30,여성,41~50세,관광,제주공항,3569
2023-11-30,여성,41~50세,관광,제주항,262
2023-11-30,여성,41~50세,기타,기타공항,38
2023-11-30,여성,41~50세,기타,기타항구,24
2023-11-30,여성,41~50세,기타,김포,288
2023-11-30,여성,41~50세,기타,김해,246
2023-11-30,여성,41~50세,기타,부산,3
2023-11-30,여성,41~50세,기타,인천,3
2023-11-30,여성,41~50세,기타,인천공항,3318
2023-11-30,여성,41~50세,기타,제주공항,83
2023-11-30,여성,41~50세,상용,기타공항,6
2023-11-30,여성,41~50세,상용,기타항구,0
2023-11-30,여성,41~50세,상용,김포,52
2023-11-30,여성,41~50세,상용,김해,39
2023-11-30,여성,41~50세,상용,인천공항,432
2023-11-30,여성,41~50세,상용,제주공항,2
2023-11-30,여성,41~50세,유학연수,기타공항,1
2023-11-30,여성,41~50세,유학연수,김포,20
2023-11-30,여성,41~50세,유학연수,김해,12
2023-11-30,여성,41~50세,유학연수,인천공항,142
2023-11-30,여성,41~50세,유학연수,제주공항,1
2023-11-30,여성,51~60세,공용,기타공항,14
2023-11-30,여성,51~60세,공용,기타항구,2
2023-11-30,여성,51~60세,공용,김포,12
2023-11-30,여성,51~60세,공용,김해,24
2023-11-30,여성,51~60세,공용,부산,2
2023-11-30,여성,51~60세,공용,인천공항,357
2023-11-30,여성,51~60세,공용,제주공항,1
2023-11-30,여성,51~60세,관광,기타공항,1075
2023-11-30,여성,51~60세,관광,기타항구,2119
2023-11-30,여성,51~60세,관광,김포,8067
2023-11-30,여성,51~60세,관광,김해,8053
2023-11-30,여성,51~60세,관광,부산,2142
2023-11-30,여성,51~60세,관광,인천,1166
2023-11-30,여성,51~60세,관광,인천공항,53950
2023-11-30,여성,51~60세,관광,제주공항,3181
2023-11-30,여성,51~60세,관광,제주항,808
2023-11-30,여성,51~60세,기타,기타공항,66
2023-11-30,여성,51~60세,기타,기타항구,38
2023-11-30,여성,51~60세,기타,김포,280
2023-11-30,여성,51~60세,기타,김해,290
2023-11-30,여성,51~60세,기타,부산,27
2023-11-30,여성,51~60세,기타,인천,26
2023-11-30,여성,51~60세,기타,인천공항,5190
2023-11-30,여성,51~60세,기타,제주공항,39
2023-11-30,여성,51~60세,상용,기타항구,0
2023-11-30,여성,51~60세,상용,김포,18
2023-11-30,여성,51~60세,상용,김해,12
2023-11-30,여성,51~60세,상용,인천,1
2023-11-30,여성,51~60세,상용,인천공항,179
2023-11-30,여성,51~60세,상용,제주공항,4
2023-11-30,여성,51~60세,유학연수,김포,6
2023-11-30,여성,51~60세,유학연수,김해,1
2023-11-30,여성,51~60세,유학연수,부산,2
2023-11-30,여성,51~60세,유학연수,인천공항,13
2023-11-30,여성,51~60세,유학연수,제주공항,0
2023-11-30,여성,61세이상,공용,기타공항,4
2023-11-30,여성,61세이상,공용,김포,5
2023-11-30,여성,61세이상,공용,김해,1
2023-11-30,여성,61세이상,공용,인천공항,117
2023-11-30,여성,61세이상,관광,기타공항,1093
2023-11-30,여성,61세이상,관광,기타항구,4114
2023-11-30,여성,61세이상,관광,김포,5144
2023-11-30,여성,61세이상,관광,김해,7142
2023-11-30,여성,61세이상,관광,부산,8305
2023-11-30,여성,61세이상,관광,인천,1103
2023-11-30,여성,61세이상,관광,인천공항,35586
2023-11-30,여성,61세이상,관광,제주공항,2672
2023-11-30,여성,61세이상,관광,제주항,2249
2023-11-30,여성,61세이상,기타,기타공항,98
2023-11-30,여성,61세이상,기타,기타항구,48
2023-11-30,여성,61세이상,기타,김포,328
2023-11-30,여성,61세이상,기타,김해,339
2023-11-30,여성,61세이상,기타,부산,30
2023-11-30,여성,61세이상,기타,인천,17
2023-11-30,여성,61세이상,기타,인천공항,6109
2023-11-30,여성,61세이상,기타,제주공항,50
2023-11-30,여성,61세이상,상용,김포,2
2023-11-30,여성,61세이상,상용,김해,1
2023-11-30,여성,61세이상,상용,인천공항,38
2023-11-30,여성,61세이상,상용,제주공항,1
2023-11-30,여성,61세이상,유학연수,김포,1
2023-11-30,여성,61세이상,유학연수,김해,1
2023-11-30,여성,61세이상,유학연수,인천공항,4
2023-12-31,남성,20세 이하,공용,기타공항,11
2023-12-31,남성,20세 이하,공용,김포,5
2023-12-31,남성,20세 이하,공용,김해,25
2023-12-31,남성,20세 이하,공용,부산,2
2023-12-31,남성,20세 이하,공용,인천공항,505
2023-12-31,남성,20세 이하,관광,기타공항,553
2023-12-31,남성,20세 이하,관광,기타항구,183
2023-12-31,남성,20세 이하,관광,김포,2110
2023-12-31,남성,20세 이하,관광,김해,3027
2023-12-31,남성,20세 이하,관광,부산,386
2023-12-31,남성,20세 이하,관광,인천,103
2023-12-31,남성,20세 이하,관광,인천공항,40765
2023-12-31,남성,20세 이하,관광,제주공항,2103
2023-12-31,남성,20세 이하,관광,제주항,249
2023-12-31,남성,20세 이하,기타,기타공항,1
2023-12-31,남성,20세 이하,기타,기타항구,12
2023-12-31,남성,20세 이하,기타,김포,47
2023-12-31,남성,20세 이하,기타,김해,108
2023-12-31,남성,20세 이하,기타,부산,1
2023-12-31,남성,20세 이하,기타,인천공항,1955
2023-12-31,남성,20세 이하,기타,제주공항,17
2023-12-31,남성,20세 이하,상용,김해,1
2023-12-31,남성,20세 이하,상용,인천공항,28
2023-12-31,남성,20세 이하,유학연수,기타공항,13
2023-12-31,남성,20세 이하,유학연수,기타항구,1
2023-12-31,남성,20세 이하,유학연수,김포,38
2023-12-31,남성,20세 이하,유학연수,김해,330
2023-12-31,남성,20세 이하,유학연수,부산,3
2023-12-31,남성,20세 이하,유학연수,인천,2
2023-12-31,남성,20세 이하,유학연수,인천공항,2466
2023-12-31,남성,20세 이하,유학연수,제주공항,6
2023-12-31,남성,21~30세,공용,기타공항,1
2023-12-31,남성,21~30세,공용,기타항구,2
2023-12-31,남성,21~30세,공용,김포,8
2023-12-31,남성,21~30세,공용,김해,12
2023-12-31,남성,21~30세,공용,인천공항,139
2023-12-31,남성,21~30세,관광,기타공항,609
2023-12-31,남성,21~30세,관광,기타항구,376
2023-12-31,남성,21~30세,관광,김포,4746
2023-12-31,남성,21~30세,관광,김해,4833
2023-12-31,남성,21~30세,관광,부산,309
2023-12-31,남성,21~30세,관광,인천,105
2023-12-31,남성,21~30세,관광,인천공항,55639
2023-12-31,남성,21~30세,관광,제주공항,6293
2023-12-31,남성,21~30세,관광,제주항,208
2023-12-31,남성,21~30세,기타,기타공항,64
2023-12-31,남성,21~30세,기타,기타항구,25
2023-12-31,남성,21~30세,기타,김포,182
2023-12-31,남성,21~30세,기타,김해,565
2023-12-31,남성,21~30세,기타,부산,4
2023-12-31,남성,21~30세,기타,인천,1
2023-12-31,남성,21~30세,기타,인천공항,11104
2023-12-31,남성,21~30세,기타,제주공항,38
